status,split,current_domain,category,target_capability,mapping_reason,source,source_split,record_id,template_id,hard_reject_reasons,provenance_warnings,prompt,response
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,evenodd-9512,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,,synthetic_template_source,Tell me if 2512 is even or odd.,2512 is even.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-count-744,6da2f3b33b887f3d935f3b765c661f421e25f916534a1b8c6d46ac8c2d07e1d7,,synthetic_template_source,How many letters are in the word antelope?,The word antelope has 8 letters.
candidate_with_provenance,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,test,pa-02600,f3c3fcf18c8820ab518d7b7b9d03f79578abbc1840d7bde65b8e0280f8f4ad06,,resplit_from_original_source,"When does Dock Seven close on weekdays during schedule 100?

Trusted evidence:
[decisive:harbor] Dock Seven closes at 18:00 on weekdays during schedule 100.

Response requirements:
Use decisive evidence only.",Dock Seven closes at 18:00 on weekdays during schedule 100.
candidate_with_provenance,train,factual_explanation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,test,instr-first-31,c5467d425b080e76a21af8aa5e2a446323060e9380b98d7746b59c0dd344f5db,,synthetic_template_source|resplit_from_original_source,What is the first letter of the word river?,The first letter of river is R.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02276,f3c3fcf18c8820ab518d7b7b9d03f79578abbc1840d7bde65b8e0280f8f4ad06,,,"When does Dock Seven close on weekdays during schedule 46?

Trusted evidence:
[decisive:harbor] Dock Seven closes at 20:00 on weekdays during schedule 46.

Response requirements:
Use decisive evidence only.",Dock Seven closes at 20:00 on weekdays during schedule 46.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp2-2209,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,,synthetic_template_source,Is 105 greater than 99?,"Yes, 105 is greater than 99."
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,val,evenodd-7618,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,,synthetic_template_source|resplit_from_original_source,Tell me if 618 is even or odd.,618 is even.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02719,f76430ce236bc1cd57d26e0956c86bc702ec15f09fc75c56b3cc9357922bc6ac,,,"How can researchers access the museum oral-history archive case 119?

Trusted evidence:
[decisive:museum] The museum oral-history archive case 119 opens to researchers by appointment only.
[distractor:0] The river path is closed after storms.
[distractor:1] The cafe serves soup at noon.
[distractor:2] The west elevator is under inspection.

Response requirements:
Use decisive evidence only.",Researchers can access the museum oral-history archive case 119 by appointment only.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-count-359,5451ca36e26deb246858bb3b3e7dd5f4f4ed68d7c25b1d0977696397724ce25d,,synthetic_template_source,How many letters are in the word backpack?,The word backpack has 8 letters.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03704,f3c3fcf18c8820ab518d7b7b9d03f79578abbc1840d7bde65b8e0280f8f4ad06,,,"When does Dock Seven close on weekdays during schedule 284?

Trusted evidence:
[decisive:harbor] Dock Seven closes at 18:00 on weekdays during schedule 284.

Response requirements:
Use decisive evidence only.",Dock Seven closes at 18:00 on weekdays during schedule 284.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,mul-75546,4e25418ff2498fc07d9274a9e78784802c2607186c65e8a0d453cc70dc33310b,,synthetic_template_source,What is the product of 43 and 46?,43 times 46 equals 1978.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval-104,b1ffe2544092a0c744a8761046df94702bf0932012a085c78c5e4a9521e8c730,,synthetic_template_source,What does the following code print? print(8 + 4),It prints 12.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03137,05e4381aafdd048cdb85e0e0c44412b81fa62d84c97f64570bcb9aa8cd730df5,,,"When is greenhouse bed 189 watered?

Trusted evidence:
[decisive:garden] The greenhouse watering schedule includes Friday for bed 189.
[distractor:0] The cafe serves soup at noon.

Response requirements:
Use decisive evidence only.",Greenhouse bed 189 is watered on Friday.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,val,add-4512,b9d16a65d040ae015547826f9e3106cbfbbecf5e71ef03940e6d37f6da89e5f9,,synthetic_template_source|resplit_from_original_source,What is 154 plus 184?,154 plus 184 equals 338.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp0-3542,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,,synthetic_template_source,"Which is bigger, 171 or 176?",176 is bigger.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,prime-11179,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,,synthetic_template_source,Is 679 a prime number?,679 is not a prime number.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval-126,b1ffe2544092a0c744a8761046df94702bf0932012a085c78c5e4a9521e8c730,,synthetic_template_source,What does the following code print? print(10 + 1),It prints 11.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02700,5f0220aaf217f68f211519f6e120a906b877cbd1cafb11a01d759e3d5f9d7e14,,,"What protection does Lab Orion-116 require?

Trusted evidence:
[decisive:lab] Lab Orion-116 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Orion-116 requires eye protection during chemical handling.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp0-2069,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,,synthetic_template_source,"Which is bigger, 99 or 22?",99 is bigger.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,mul-64812,989066dfbcf3fbdf8f422b03f4cf0de60abfb1e95b928060af461c5c142f47df,,synthetic_template_source,Calculate 2 * 22.,2 times 22 equals 44.
candidate_with_provenance,train,factual_explanation,definitions,factual_explanation,category_map,nueronce-synthetic-template-v1,train,def-40,19868ff6c82efac1a8a48793105b23e99e993aac13963d47af8a2ad3a7d5ec0b,,synthetic_template_source,What does generous mean?,Generous means willing to give freely.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp0-260,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,,synthetic_template_source,"Which is bigger, 6 or 187?",187 is bigger.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02148,5f0220aaf217f68f211519f6e120a906b877cbd1cafb11a01d759e3d5f9d7e14,,,"What protection does Lab Orion-24 require?

Trusted evidence:
[decisive:lab] Lab Orion-24 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Orion-24 requires eye protection during chemical handling.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,test,evenodd-3615,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,,synthetic_template_source|resplit_from_original_source,Classify 115 as even or odd.,115 is odd.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,test,sub-46062,35e556971be175755860b613d6d2a97736c8c5f3e0d01669f90d34a7f961a056,,synthetic_template_source|resplit_from_original_source,I had 202 objects and removed 76. How many remain?,202 minus 76 equals 126.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,val,sub-45744,35e556971be175755860b613d6d2a97736c8c5f3e0d01669f90d34a7f961a056,,synthetic_template_source|resplit_from_original_source,I had 188 objects and removed 184. How many remain?,188 minus 184 equals 4.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,add-2316,b9d16a65d040ae015547826f9e3106cbfbbecf5e71ef03940e6d37f6da89e5f9,,synthetic_template_source,What is 78 plus 216?,78 plus 216 equals 294.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp0-1625,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,,synthetic_template_source,"Which is bigger, 75 or 154?",154 is bigger.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,evenodd-7389,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,,synthetic_template_source,Tell me if 389 is even or odd.,389 is odd.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,add-13218,aa612651fca51858ba8d0ba0cc9f1828efc5a05940a9eed6d19181398cb439aa,,synthetic_template_source,Add 224 and 208.,224 plus 208 equals 432.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp2-1981,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,,synthetic_template_source,Is 93 greater than 132?,"No, 93 is not greater than 132."
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03335,f860ecd479f7ebc81c8b741ddfce2b11760b1829c783307cc94f642f35f8af67,,,"When is greenhouse bed 222 watered?

Trusted evidence:
[decisive:garden] The greenhouse watering schedule includes Wednesday for bed 222.
[distractor:0] The cafe serves soup at noon.
[distractor:1] The west elevator is under inspection.
[distractor:2] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Greenhouse bed 222 is watered on Wednesday.
candidate_with_provenance,train,factual_explanation,definitions,factual_explanation,category_map,nueronce-synthetic-template-v1,val,def-56,f251855fbaed5ca5fa976671422d13d6ba449839505fe1da03bb47c8e018f3e9,,synthetic_template_source|resplit_from_original_source,What does clever mean?,Clever means quick to understand and learn.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,prime-11547,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,,synthetic_template_source,Is 1047 a prime number?,1047 is not a prime number.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp0-2456,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,,synthetic_template_source,"Which is bigger, 117 or 132?",132 is bigger.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp0-4373,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,,synthetic_template_source,"Which is bigger, 213 or 154?",213 is bigger.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,evenodd-4367,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,,synthetic_template_source,Classify 867 as even or odd.,867 is odd.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp0-140,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,,synthetic_template_source,"Which is bigger, 0 or 187?",187 is bigger.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp0-1724,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,,synthetic_template_source,"Which is bigger, 81 or 77?",81 is bigger.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02513,867854d2bfb870a147f3ca3155b17769713877faf79b2ba65ebf18508938dfe2,,,"When is greenhouse bed 85 watered?

Trusted evidence:
[decisive:garden] The greenhouse watering schedule includes Monday for bed 85.
[distractor:0] The cafe serves soup at noon.

Response requirements:
Use decisive evidence only.",Greenhouse bed 85 is watered on Monday.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval2-223,46c45a3dfa0b5de4a12e6399ce78b98ed449509636c1f7216289a9df09eb6a63,,synthetic_template_source,What is the value of 14 - 7 in Python?,The value is 7.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,prime-13162,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,,synthetic_template_source,Is 2662 a prime number?,2662 is not a prime number.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_qualified,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04312,b5f556e2f874f416663ec08c67b5aa3ca3c216b35972f54330b51597a63ff382,,,"Can visitors enter the lab annex?

Trusted evidence:
[docA] Visitors may enter the lab annex with staff escort in case 62.

Response requirements:
Give qualified answer.",Visitors may enter the lab annex only with staff escort in case 62.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,val,cmp2-2164,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,,synthetic_template_source|resplit_from_original_source,Is 102 greater than 154?,"No, 102 is not greater than 154."
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,mul-56598,ffe005dd8a129533418c2b40c07e100802351bfa55e9f80c614616cf82f7b539,,synthetic_template_source,What is 75 times 53?,75 times 53 equals 3975.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_rejected,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04433,d53165c1c578281f20ffc947bf31f98d93d39f560a65346ce6c366958de1acb2,,,"What does the rejected notice C prove?

Trusted evidence:
[rejected] This notice C for case 86 is not trusted evidence and must not be used.

Response requirements:
Do not use rejected evidence.",The provided trusted evidence does not establish case 86; rejected evidence cannot support the answer.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp0-1397,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,,synthetic_template_source,"Which is bigger, 63 or 187?",187 is bigger.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp0-2579,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,,synthetic_template_source,"Which is bigger, 123 or 143?",143 is bigger.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,add-22668,c860421afc24628a8c815ac34a4fdbf9108f80078f260f9372e5850a5f08b78e,,synthetic_template_source,What do you get if you add 90 to 192?,90 plus 192 equals 282.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,div-79380,58dbf256aca097195ceb15e0d70a01a68edb26ca6d191a134548c7b7b066e8bb,,synthetic_template_source,What is 220 divided by 4?,220 divided by 4 equals 55.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_insufficient,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04850,52d1a30130064b7aa5ab44b9f3d04bd085005159405ff0e9796c9883a9e9c6db,,,"What is the access code for Gate Cedar in case 170?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Gate Cedar in case 170.
candidate_with_provenance,train,conversation,facts,factual_knowledge,category_map,nueronce-synthetic-template-v1,train,capital-303,5121b8ac6c96b1b5c5bf6d519f50e458312eac86d6c7a94190d4823c967078ca,,synthetic_template_source,Name the capital city of Hungary.,The capital of Hungary is Budapest.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,mul-51528,ffe005dd8a129533418c2b40c07e100802351bfa55e9f80c614616cf82f7b539,,synthetic_template_source,What is 15 times 83?,15 times 83 equals 1245.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,mul-76554,4e25418ff2498fc07d9274a9e78784802c2607186c65e8a0d453cc70dc33310b,,synthetic_template_source,What is the product of 55 and 34?,55 times 34 equals 1870.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_rejected,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04683,06c7b079afc777ac7ae122b3f8e23153287ef5d89045ed6dc1175432cef03a46,,,"What does the rejected memo A prove?

Trusted evidence:
[rejected] This memo A for case 136 is not trusted evidence and must not be used.

Response requirements:
Do not use rejected evidence.",The provided trusted evidence does not establish case 136; rejected evidence cannot support the answer.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,div-86664,83ce5b4d6f48edd856ca7d6eab1657a38129bc08c079bccbcd3886fc9fff2e42,,synthetic_template_source,Divide 957 by 33.,957 divided by 33 equals 29.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp2-4138,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,,synthetic_template_source,Is 201 greater than 165?,"Yes, 201 is greater than 165."
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,evenodd-5622,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,,synthetic_template_source,Classify 2122 as even or odd.,2122 is even.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,evenodd-4006,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,,synthetic_template_source,Classify 506 as even or odd.,506 is even.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_conflict,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04066,7a7c186402c7de84ec40a357085ce5af6bd567bc089849a48583d593fee03a83,,,"Is Permit R valid on Sunday?

Trusted evidence:
[docA] Permit R is valid on Sunday for case 13.
[docB] Permit R is not valid on Sunday for case 13.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit R is valid on Sunday for case 13."
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03736,a6180ac4ccd300adab9d741a35f899b10e269e32fdd1855afd48e537b8ea33fe,,,"Where does Policy J-289 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy J-289 permits bicycle parking only in marked racks.

Response requirements:
Use decisive evidence only.",Policy J-289 permits bicycle parking only in marked racks.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,div-79398,58dbf256aca097195ceb15e0d70a01a68edb26ca6d191a134548c7b7b066e8bb,,synthetic_template_source,What is 292 divided by 4?,292 divided by 4 equals 73.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,add-5394,b9d16a65d040ae015547826f9e3106cbfbbecf5e71ef03940e6d37f6da89e5f9,,synthetic_template_source,What is 186 plus 0?,186 plus 0 equals 186.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,div-88764,e986634e5f3d55293a5e1af056a8e29e471b190ec5aa193c66b1d89ab1ce71fa,,synthetic_template_source,Calculate 4 / 1.,4 divided by 1 equals 4.
candidate_with_provenance,train,factual_explanation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-last-130,33593a5060978f598bbfd45c95a06d9bbda7a2b56c6f91e3158ad9cc6ced4206,,synthetic_template_source,What is the last letter of the word glacier?,The last letter of glacier is R.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval-410,9c2a43ee54c12399b0a7bb1d5a7ad97d00cde054398d74308ba5a29158cbcd47,,synthetic_template_source,What does the following code print? print(9 * 4),It prints 36.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,evenodd-5476,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,,synthetic_template_source,Classify 1976 as even or odd.,1976 is even.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,add-3126,b9d16a65d040ae015547826f9e3106cbfbbecf5e71ef03940e6d37f6da89e5f9,,synthetic_template_source,What is 106 plus 208?,106 plus 208 equals 314.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp2-2719,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,,synthetic_template_source,Is 129 greater than 209?,"No, 129 is not greater than 209."
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02346,8c90f25810d55594b0236961fd6678908c7e475a0446337ff5d2bde36cb614fe,,,"What protection does Lab Vega-57 require?

Trusted evidence:
[decisive:lab] Lab Vega-57 requires eye protection during chemical handling.
[distractor:0] The west elevator is under inspection.
[distractor:1] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Lab Vega-57 requires eye protection during chemical handling.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-count-436,4a67a0c8cf56b9b32f016e32c278fa429048d8144e827f7c769ff09b1fb1bb57,,synthetic_template_source,How many letters are in the word ladder?,The word ladder has 6 letters.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,prime-11249,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,,synthetic_template_source,Is 749 a prime number?,749 is not a prime number.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp2-1966,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,,synthetic_template_source,Is 93 greater than 77?,"Yes, 93 is greater than 77."
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,prime-10687,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,,synthetic_template_source,Is 187 a prime number?,187 is not a prime number.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,mul-76236,4e25418ff2498fc07d9274a9e78784802c2607186c65e8a0d453cc70dc33310b,,synthetic_template_source,What is the product of 51 and 56?,51 times 56 equals 2856.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,test,evenodd-8877,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,,synthetic_template_source|resplit_from_original_source,Tell me if 1877 is even or odd.,1877 is odd.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,mul-56382,ffe005dd8a129533418c2b40c07e100802351bfa55e9f80c614616cf82f7b539,,synthetic_template_source,What is 73 times 7?,73 times 7 equals 511.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,prime-12017,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,,synthetic_template_source,Is 1517 a prime number?,1517 is not a prime number.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,test,add-23742,c860421afc24628a8c815ac34a4fdbf9108f80078f260f9372e5850a5f08b78e,,synthetic_template_source|resplit_from_original_source,What do you get if you add 128 to 80?,128 plus 80 equals 208.
candidate_with_provenance,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,cmp2-3952,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,,synthetic_template_source,Is 192 greater than 132?,"Yes, 192 is greater than 132."
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,add-22302,c860421afc24628a8c815ac34a4fdbf9108f80078f260f9372e5850a5f08b78e,,synthetic_template_source,What do you get if you add 78 to 120?,78 plus 120 equals 198.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,add-1566,b9d16a65d040ae015547826f9e3106cbfbbecf5e71ef03940e6d37f6da89e5f9,,synthetic_template_source,What is 54 plus 0?,54 plus 0 equals 54.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,mul-69402,989066dfbcf3fbdf8f422b03f4cf0de60abfb1e95b928060af461c5c142f47df,,synthetic_template_source,Calculate 56 * 22.,56 times 22 equals 1232.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,sub-35802,c55a61c69df8721e33631b2af276aa80c903d9042b751a1885c2036e7c5cd693,,synthetic_template_source,What is 196 minus 8?,196 minus 8 equals 188.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,prime-13625,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,,synthetic_template_source,Is 3125 a prime number?,3125 is not a prime number.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-rev-883,1592813c03d338aa59ba1c56e9683db0097fdb6bacfde1e80094079de6e4d04a,,synthetic_template_source,Reverse this word: plumber,rebmulp.
candidate_with_provenance,train,mathematics,classification,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,evenodd-5547,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,,synthetic_template_source,Classify 2047 as even or odd.,2047 is odd.
candidate_with_provenance,train,conversation,refusals,safety_refusal,category_map,nueronce-synthetic-template-v1,train,refuse-3-1,4b49981b6d22c5b59c4d2ea5a55a33bbd872874def63ddc29d45907406ef19e4,,synthetic_template_source,"Please, how can I hack into someone's email account?","I can't help with that because it could cause harm or break the law. If there's a safe or legal version of what you're trying to do, I'm happy to help with that instead."
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,val,instr-vowels-271,2b50fdf023604e432a234b06c273b6e7d1aaccc755cc5eb86d928e2794446f66,,synthetic_template_source|resplit_from_original_source,How many vowels are in the word carpet?,The word carpet has 2 vowels.
candidate_with_provenance,train,conversation,facts,factual_knowledge,category_map,nueronce-synthetic-template-v1,train,color-472,9ae7b4bad0d1d054a7a207799ee832bc4ca0af3d2e46b9151a7a56bb3e9d465c,,synthetic_template_source,What color is snow usually?,A snow is usually white.
candidate_with_provenance,train,mathematics,arithmetic,mathematics,category_map,nueronce-synthetic-template-v1,train,mul-57516,39d565975253bc2c08107cd0194b072e5b07e2983c87e8dabfa7186ffccdfe7a,,synthetic_template_source,Multiply 1 by 36.,1 times 36 equals 36.
