split,domain,category,source,record_id,template_id,flags,prompt,response
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-2110,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source|resplit_from_original_source,Is 99 greater than 176?,"No, 99 is not greater than 176."
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-21288,c860421afc24628a8c815ac34a4fdbf9108f80078f260f9372e5850a5f08b78e,synthetic_template_source,What do you get if you add 44 to 8?,44 plus 8 equals 52.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-86280,83ce5b4d6f48edd856ca7d6eab1657a38129bc08c079bccbcd3886fc9fff2e42,synthetic_template_source,Divide 1960 by 28.,1960 divided by 28 equals 70.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-1996,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 93 greater than 187?,"No, 93 is not greater than 187."
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-810,65bf1ed952612b668b6a3b3ed797284447a02005c41d959627df8fe7a683770c,synthetic_template_source|resplit_from_original_source,How many vowels are in the word armadillo?,The word armadillo has 4 vowels.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-6908,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,synthetic_template_source,Classify 3408 as even or odd.,3408 is even.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp1-3174,db3e2035162195a80a883c6bc3534263d6250af8148419f144ac15222b0037de,synthetic_template_source,Which number is larger: 153 or 132?,153 is larger than 132.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-24420,c860421afc24628a8c815ac34a4fdbf9108f80078f260f9372e5850a5f08b78e,synthetic_template_source,What do you get if you add 152 to 8?,152 plus 8 equals 160.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-10213,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source,Tell me if 3213 is even or odd.,3213 is odd.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-4441,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 216 greater than 176?,"Yes, 216 is greater than 176."
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp1-975,db3e2035162195a80a883c6bc3534263d6250af8148419f144ac15222b0037de,synthetic_template_source,Which number is larger: 42 or 176?,176 is larger than 42.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-10781,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 281 a prime number?,281 is a prime number.
train,factual_explanation,facts,nueronce-synthetic-template-v1,elem-sym-438,2d93753b27e928d9f464f4880822a3d8c7fa425210ba6ff070cfb14ea08e73e8,synthetic_template_source,What is the chemical symbol for Zinc?,The chemical symbol for Zinc is Zn.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-6442,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,synthetic_template_source|resplit_from_original_source,Classify 2942 as even or odd.,2942 is even.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-first-3,8a42e7803d15e91c56b0d16e989a038d2cdbd920304ae2e9b5f042cd18aa64e4,synthetic_template_source,What is the first letter of the word ocean?,The first letter of ocean is O.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-718,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 30 greater than 99?,"No, 30 is not greater than 99."
train,mathematics,arithmetic,nueronce-synthetic-template-v1,sub-49926,9ec0ea74417149826b4e2908fd549de1dcedf893338d0cc6b05882365c3f008f,synthetic_template_source,What do you get if you take 160 away from 220?,220 minus 160 equals 60.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-13304,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 2804 a prime number?,2804 is not a prime number.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-7436,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source,Tell me if 436 is even or odd.,436 is even.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-3139,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source|resplit_from_original_source,Is 153 greater than 0?,"Yes, 153 is greater than 0."
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-3881,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 189 or 99?",189 is bigger.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-626,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 24 or 209?",209 is bigger.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-9512,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source,Tell me if 2512 is even or odd.,2512 is even.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-count-744,6da2f3b33b887f3d935f3b765c661f421e25f916534a1b8c6d46ac8c2d07e1d7,synthetic_template_source,How many letters are in the word antelope?,The word antelope has 8 letters.
train,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02600,f3c3fcf18c8820ab518d7b7b9d03f79578abbc1840d7bde65b8e0280f8f4ad06,resplit_from_original_source,"When does Dock Seven close on weekdays during schedule 100?

Trusted evidence:
[decisive:harbor] Dock Seven closes at 18:00 on weekdays during schedule 100.

Response requirements:
Use decisive evidence only.",Dock Seven closes at 18:00 on weekdays during schedule 100.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-first-31,c5467d425b080e76a21af8aa5e2a446323060e9380b98d7746b59c0dd344f5db,synthetic_template_source|resplit_from_original_source,What is the first letter of the word river?,The first letter of river is R.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-2209,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 105 greater than 99?,"Yes, 105 is greater than 99."
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-7618,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source|resplit_from_original_source,Tell me if 618 is even or odd.,618 is even.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-count-359,5451ca36e26deb246858bb3b3e7dd5f4f4ed68d7c25b1d0977696397724ce25d,synthetic_template_source,How many letters are in the word backpack?,The word backpack has 8 letters.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-75546,4e25418ff2498fc07d9274a9e78784802c2607186c65e8a0d453cc70dc33310b,synthetic_template_source,What is the product of 43 and 46?,43 times 46 equals 1978.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval-104,b1ffe2544092a0c744a8761046df94702bf0932012a085c78c5e4a9521e8c730,synthetic_template_source,What does the following code print? print(8 + 4),It prints 12.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-4512,b9d16a65d040ae015547826f9e3106cbfbbecf5e71ef03940e6d37f6da89e5f9,synthetic_template_source|resplit_from_original_source,What is 154 plus 184?,154 plus 184 equals 338.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-3542,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 171 or 176?",176 is bigger.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-11179,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 679 a prime number?,679 is not a prime number.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval-126,b1ffe2544092a0c744a8761046df94702bf0932012a085c78c5e4a9521e8c730,synthetic_template_source,What does the following code print? print(10 + 1),It prints 11.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-2069,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 99 or 22?",99 is bigger.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-64812,989066dfbcf3fbdf8f422b03f4cf0de60abfb1e95b928060af461c5c142f47df,synthetic_template_source,Calculate 2 * 22.,2 times 22 equals 44.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-40,19868ff6c82efac1a8a48793105b23e99e993aac13963d47af8a2ad3a7d5ec0b,synthetic_template_source,What does generous mean?,Generous means willing to give freely.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-260,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 6 or 187?",187 is bigger.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-3615,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,synthetic_template_source|resplit_from_original_source,Classify 115 as even or odd.,115 is odd.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,sub-46062,35e556971be175755860b613d6d2a97736c8c5f3e0d01669f90d34a7f961a056,synthetic_template_source|resplit_from_original_source,I had 202 objects and removed 76. How many remain?,202 minus 76 equals 126.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,sub-45744,35e556971be175755860b613d6d2a97736c8c5f3e0d01669f90d34a7f961a056,synthetic_template_source|resplit_from_original_source,I had 188 objects and removed 184. How many remain?,188 minus 184 equals 4.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-2316,b9d16a65d040ae015547826f9e3106cbfbbecf5e71ef03940e6d37f6da89e5f9,synthetic_template_source,What is 78 plus 216?,78 plus 216 equals 294.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-1625,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 75 or 154?",154 is bigger.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-7389,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source,Tell me if 389 is even or odd.,389 is odd.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-13218,aa612651fca51858ba8d0ba0cc9f1828efc5a05940a9eed6d19181398cb439aa,synthetic_template_source,Add 224 and 208.,224 plus 208 equals 432.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-1981,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 93 greater than 132?,"No, 93 is not greater than 132."
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-56,f251855fbaed5ca5fa976671422d13d6ba449839505fe1da03bb47c8e018f3e9,synthetic_template_source|resplit_from_original_source,What does clever mean?,Clever means quick to understand and learn.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-11547,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 1047 a prime number?,1047 is not a prime number.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-2456,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 117 or 132?",132 is bigger.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-4373,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 213 or 154?",213 is bigger.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-4367,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,synthetic_template_source,Classify 867 as even or odd.,867 is odd.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-140,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 0 or 187?",187 is bigger.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-1724,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 81 or 77?",81 is bigger.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval2-223,46c45a3dfa0b5de4a12e6399ce78b98ed449509636c1f7216289a9df09eb6a63,code_definition_not_debugging|synthetic_template_source,What is the value of 14 - 7 in Python?,The value is 7.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-13162,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 2662 a prime number?,2662 is not a prime number.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-2164,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source|resplit_from_original_source,Is 102 greater than 154?,"No, 102 is not greater than 154."
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-56598,ffe005dd8a129533418c2b40c07e100802351bfa55e9f80c614616cf82f7b539,synthetic_template_source,What is 75 times 53?,75 times 53 equals 3975.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-1397,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 63 or 187?",187 is bigger.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp0-2579,fb2ff4b1262686dc677d29b16d3d380048b7f3a7e2bf0f08373a54a9e0dba475,synthetic_template_source,"Which is bigger, 123 or 143?",143 is bigger.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-22668,c860421afc24628a8c815ac34a4fdbf9108f80078f260f9372e5850a5f08b78e,synthetic_template_source,What do you get if you add 90 to 192?,90 plus 192 equals 282.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-79380,58dbf256aca097195ceb15e0d70a01a68edb26ca6d191a134548c7b7b066e8bb,synthetic_template_source,What is 220 divided by 4?,220 divided by 4 equals 55.
train,conversation,facts,nueronce-synthetic-template-v1,capital-303,5121b8ac6c96b1b5c5bf6d519f50e458312eac86d6c7a94190d4823c967078ca,synthetic_template_source,Name the capital city of Hungary.,The capital of Hungary is Budapest.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-51528,ffe005dd8a129533418c2b40c07e100802351bfa55e9f80c614616cf82f7b539,synthetic_template_source,What is 15 times 83?,15 times 83 equals 1245.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-76554,4e25418ff2498fc07d9274a9e78784802c2607186c65e8a0d453cc70dc33310b,synthetic_template_source,What is the product of 55 and 34?,55 times 34 equals 1870.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-86664,83ce5b4d6f48edd856ca7d6eab1657a38129bc08c079bccbcd3886fc9fff2e42,synthetic_template_source,Divide 957 by 33.,957 divided by 33 equals 29.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-4138,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 201 greater than 165?,"Yes, 201 is greater than 165."
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-5622,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,synthetic_template_source,Classify 2122 as even or odd.,2122 is even.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-4006,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,synthetic_template_source,Classify 506 as even or odd.,506 is even.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-79398,58dbf256aca097195ceb15e0d70a01a68edb26ca6d191a134548c7b7b066e8bb,synthetic_template_source,What is 292 divided by 4?,292 divided by 4 equals 73.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-5394,b9d16a65d040ae015547826f9e3106cbfbbecf5e71ef03940e6d37f6da89e5f9,synthetic_template_source,What is 186 plus 0?,186 plus 0 equals 186.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-88764,e986634e5f3d55293a5e1af056a8e29e471b190ec5aa193c66b1d89ab1ce71fa,synthetic_template_source,Calculate 4 / 1.,4 divided by 1 equals 4.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-last-130,33593a5060978f598bbfd45c95a06d9bbda7a2b56c6f91e3158ad9cc6ced4206,synthetic_template_source,What is the last letter of the word glacier?,The last letter of glacier is R.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval-410,9c2a43ee54c12399b0a7bb1d5a7ad97d00cde054398d74308ba5a29158cbcd47,synthetic_template_source,What does the following code print? print(9 * 4),It prints 36.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-5476,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,synthetic_template_source,Classify 1976 as even or odd.,1976 is even.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-3126,b9d16a65d040ae015547826f9e3106cbfbbecf5e71ef03940e6d37f6da89e5f9,synthetic_template_source,What is 106 plus 208?,106 plus 208 equals 314.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-2719,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 129 greater than 209?,"No, 129 is not greater than 209."
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-count-436,4a67a0c8cf56b9b32f016e32c278fa429048d8144e827f7c769ff09b1fb1bb57,synthetic_template_source,How many letters are in the word ladder?,The word ladder has 6 letters.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-11249,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 749 a prime number?,749 is not a prime number.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-1966,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 93 greater than 77?,"Yes, 93 is greater than 77."
train,mathematics,classification,nueronce-synthetic-template-v1,prime-10687,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 187 a prime number?,187 is not a prime number.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-76236,4e25418ff2498fc07d9274a9e78784802c2607186c65e8a0d453cc70dc33310b,synthetic_template_source,What is the product of 51 and 56?,51 times 56 equals 2856.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-8877,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source|resplit_from_original_source,Tell me if 1877 is even or odd.,1877 is odd.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-56382,ffe005dd8a129533418c2b40c07e100802351bfa55e9f80c614616cf82f7b539,synthetic_template_source,What is 73 times 7?,73 times 7 equals 511.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-12017,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 1517 a prime number?,1517 is not a prime number.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-23742,c860421afc24628a8c815ac34a4fdbf9108f80078f260f9372e5850a5f08b78e,synthetic_template_source|resplit_from_original_source,What do you get if you add 128 to 80?,128 plus 80 equals 208.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-3952,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 192 greater than 132?,"Yes, 192 is greater than 132."
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-22302,c860421afc24628a8c815ac34a4fdbf9108f80078f260f9372e5850a5f08b78e,synthetic_template_source,What do you get if you add 78 to 120?,78 plus 120 equals 198.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-1566,b9d16a65d040ae015547826f9e3106cbfbbecf5e71ef03940e6d37f6da89e5f9,synthetic_template_source,What is 54 plus 0?,54 plus 0 equals 54.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-69402,989066dfbcf3fbdf8f422b03f4cf0de60abfb1e95b928060af461c5c142f47df,synthetic_template_source,Calculate 56 * 22.,56 times 22 equals 1232.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,sub-35802,c55a61c69df8721e33631b2af276aa80c903d9042b751a1885c2036e7c5cd693,synthetic_template_source,What is 196 minus 8?,196 minus 8 equals 188.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-13625,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 3125 a prime number?,3125 is not a prime number.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-883,1592813c03d338aa59ba1c56e9683db0097fdb6bacfde1e80094079de6e4d04a,synthetic_template_source,Reverse this word: plumber,rebmulp.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-5547,2162e16ae9ac5b7e6d2c47f96037043c2988e3e7607764016d534bb59719441d,synthetic_template_source,Classify 2047 as even or odd.,2047 is odd.
train,conversation,refusals,nueronce-synthetic-template-v1,refuse-3-1,4b49981b6d22c5b59c4d2ea5a55a33bbd872874def63ddc29d45907406ef19e4,synthetic_template_source,"Please, how can I hack into someone's email account?","I can't help with that because it could cause harm or break the law. If there's a safe or legal version of what you're trying to do, I'm happy to help with that instead."
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-271,2b50fdf023604e432a234b06c273b6e7d1aaccc755cc5eb86d928e2794446f66,synthetic_template_source|resplit_from_original_source,How many vowels are in the word carpet?,The word carpet has 2 vowels.
train,conversation,facts,nueronce-synthetic-template-v1,color-472,9ae7b4bad0d1d054a7a207799ee832bc4ca0af3d2e46b9151a7a56bb3e9d465c,synthetic_template_source,What color is snow usually?,A snow is usually white.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-57516,39d565975253bc2c08107cd0194b072e5b07e2983c87e8dabfa7186ffccdfe7a,synthetic_template_source,Multiply 1 by 36.,1 times 36 equals 36.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-8263,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source,Tell me if 1263 is even or odd.,1263 is odd.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-8669,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source,Tell me if 1669 is even or odd.,1669 is odd.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-74064,4e25418ff2498fc07d9274a9e78784802c2607186c65e8a0d453cc70dc33310b,synthetic_template_source,What is the product of 26 and 9?,26 times 9 equals 234.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-12876,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 2376 a prime number?,2376 is not a prime number.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,sub-44658,35e556971be175755860b613d6d2a97736c8c5f3e0d01669f90d34a7f961a056,synthetic_template_source,I had 136 objects and removed 104. How many remain?,136 minus 104 equals 32.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-79620,58dbf256aca097195ceb15e0d70a01a68edb26ca6d191a134548c7b7b066e8bb,synthetic_template_source,What is 280 divided by 7?,280 divided by 7 equals 40.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-24438,c860421afc24628a8c815ac34a4fdbf9108f80078f260f9372e5850a5f08b78e,synthetic_template_source,What do you get if you add 152 to 80?,152 plus 80 equals 232.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-2605,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 126 greater than 11?,"Yes, 126 is greater than 11."
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-9258,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source,Tell me if 2258 is even or odd.,2258 is even.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-26280,c860421afc24628a8c815ac34a4fdbf9108f80078f260f9372e5850a5f08b78e,synthetic_template_source,What do you get if you add 216 to 24?,216 plus 24 equals 240.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,mul-62910,39d565975253bc2c08107cd0194b072e5b07e2983c87e8dabfa7186ffccdfe7a,synthetic_template_source,Multiply 64 by 75.,64 times 75 equals 4800.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-3700,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source|resplit_from_original_source,Is 180 greater than 88?,"Yes, 180 is greater than 88."
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-3985,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 195 greater than 33?,"Yes, 195 is greater than 33."
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-85452,83ce5b4d6f48edd856ca7d6eab1657a38129bc08c079bccbcd3886fc9fff2e42,synthetic_template_source,Divide 133 by 19.,133 divided by 19 equals 7.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-9507,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source,Tell me if 2507 is even or odd.,2507 is odd.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-29820,ea043130a76fc175a8623820e275b7ed3a5d4b9040c78bdb75482471c34145fc,synthetic_template_source,Sum 108 and 32.,108 plus 32 equals 140.
train,conversation,multiturn,nueronce-synthetic-template-v1,multiturn-9,769e1871020ceb5793573305b6376d1fec32a90b88340c8618dc860a05e105f3,synthetic_template_source,"Hello
Assistant: Hello! How can I help you today?
User: How do I make a cup of tea?",1. Boil water. 2. Add a tea bag to a cup. 3. Pour hot water over the tea bag. 4. Let it steep for a few minutes. 5. Remove the tea bag and enjoy.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-13883,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 3383 a prime number?,3383 is not a prime number.
train,mathematics,classification,nueronce-synthetic-template-v1,prime-11895,f4c7011ef3879a4bd0779279837dd311f5d04e5f6a577f2e624e1e5fba712a74,synthetic_template_source,Is 1395 a prime number?,1395 is not a prime number.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval-80,b1ffe2544092a0c744a8761046df94702bf0932012a085c78c5e4a9521e8c730,synthetic_template_source,What does the following code print? print(6 + 6),It prints 12.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,sub-35490,c55a61c69df8721e33631b2af276aa80c903d9042b751a1885c2036e7c5cd693,synthetic_template_source,What is 182 minus 96?,182 minus 96 equals 86.
train,mathematics,classification,nueronce-synthetic-template-v1,evenodd-9917,b2aaeb6f64234e31075ed9b25f5032ab9cda52b9cfdb9aaf2b67d8872bc95ec7,synthetic_template_source,Tell me if 2917 is even or odd.,2917 is odd.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,add-32640,ea043130a76fc175a8623820e275b7ed3a5d4b9040c78bdb75482471c34145fc,synthetic_template_source,Sum 204 and 176.,204 plus 176 equals 380.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cmp2-337,1404db8d9a28900f2a5903193fc35733ab96f1453334be63f995e4bb0c35c4d3,synthetic_template_source,Is 12 greater than 22?,"No, 12 is not greater than 22."
